x,f,mean,lower,upper
0.00010001,-0.006558076,-1.2455262,-3.8603778,1.3693253
0.00020002,-0.013105482,-1.247235,-3.861721,1.367251
0.00030003,-0.019642254,-1.2489473,-3.863069,1.3651747
0.00040004,-0.026168434,-1.2506579,-3.8644147,1.363099
0.00050005,-0.032684054,-1.2523681,-3.8657637,1.3610274
0.00060006,-0.039189156,-1.2540785,-3.8671112,1.3589543
0.00070007,-0.045683775,-1.2557906,-3.8684607,1.3568794
0.00080008,-0.05216795,-1.2575012,-3.8698082,1.3548056
0.00090009003,-0.05864171,-1.2592133,-3.87116,1.3527335
0.0010001,-0.0651051,-1.2609245,-3.872509,1.3506602
0.00110011,-0.071558155,-1.2626377,-3.8738613,1.348586
0.00120012,-0.0780009,-1.2643496,-3.8752127,1.3465134
0.00130013,-0.084433384,-1.2660624,-3.8765664,1.3444418
0.00140014,-0.09085564,-1.2677742,-3.8779192,1.3423709
0.0015001501,-0.097267695,-1.2694875,-3.8792734,1.3402983
0.00160016,-0.10366959,-1.2712003,-3.8806267,1.3382262
0.00170017,-0.11006136,-1.2729148,-3.8819847,1.336155
0.0018001801,-0.116443045,-1.2746273,-3.8833385,1.3340837
0.00190019,-0.12281467,-1.2763427,-3.884698,1.3320125
0.0020002,-0.12917626,-1.2780563,-3.8860536,1.3299412
0.00210021,-0.13552788,-1.2797703,-3.8874125,1.3278722
0.00220022,-0.14186953,-1.2814847,-3.8887687,1.3257991
0.00230023,-0.14820126,-1.2832006,-3.89013,1.3237287
0.00240024,-0.1545231,-1.2849139,-3.891489,1.3216614
0.00250025,-0.16083509,-1.286631,-3.8928518,1.3195897
0.00260026,-0.16713724,-1.2883452,-3.8942108,1.3175203
0.00270027,-0.17342961,-1.2900618,-3.8955746,1.315451
0.00280028,-0.17971222,-1.2917782,-3.8969378,1.3133816
0.00290029,-0.1859851,-1.2934924,-3.8982997,1.3113147
0.0030003001,-0.1922483,-1.2952098,-3.8996649,1.3092455
0.00310031,-0.19850183,-1.2969257,-3.9010282,1.3071767
0.00320032,-0.20474571,-1.2986428,-3.9023957,1.3051103
0.0033003301,-0.21098001,-1.3003601,-3.9037595,1.3030394
0.00340034,-0.21720473,-1.3020765,-3.9051266,1.3009738
0.00350035,-0.22341992,-1.3037931,-3.9064937,1.2989076
0.0036003601,-0.2296256,-1.3055121,-3.9078636,1.2968394
0.00370037,-0.2358218,-1.3072284,-3.9092298,1.294773
0.00380038,-0.24200855,-1.3089472,-3.9105997,1.2927052
0.0039003901,-0.2481859,-1.3106643,-3.9119682,1.2906398
0.0040004,-0.25435385,-1.3123833,-3.9133406,1.2885739
0.0041004103,-0.26051244,-1.3141013,-3.9147096,1.2865068
0.00420042,-0.26666173,-1.315821,-3.9160838,1.2844416
0.00430043,-0.2728017,-1.3175381,-3.9174528,1.2823766
0.00440044,-0.2789324,-1.319259,-3.9188275,1.2803093
0.00450045,-0.28505388,-1.3209778,-3.9201999,1.2782444
0.00460046,-0.29116613,-1.3226973,-3.9215755,1.2761809
0.0047004703,-0.29726923,-1.3244158,-3.9229493,1.2741176
0.00480048,-0.30336314,-1.3261365,-3.924326,1.2720531
0.00490049,-0.30944794,-1.3278562,-3.9257011,1.2699889
0.0050005,-0.31552365,-1.3295773,-3.9270797,1.2679251
0.00510051,-0.3215903,-1.3312973,-3.9284549,1.2658604
0.00520052,-0.3276479,-1.3330189,-3.9298344,1.2637964
0.00530053,-0.33369648,-1.3347379,-3.9312124,1.2617365
0.00540054,-0.3397361,-1.3364612,-3.9325933,1.2596709
0.00550055,-0.34576675,-1.3381816,-3.9339724,1.257609
0.00560056,-0.3517885,-1.3399035,-3.9353533,1.2555462
0.00570057,-0.35780132,-1.3416239,-3.9367328,1.2534851
0.00580058,-0.36380526,-1.343347,-3.938117,1.2514232
0.00590059,-0.36980036,-1.3450681,-3.939498,1.2493619
0.0060006003,-0.37578663,-1.3467914,-3.9408827,1.2473
0.00610061,-0.38176414,-1.3485128,-3.9422646,1.2452389
0.00620062,-0.38773286,-1.3502353,-3.9436507,1.2431799
0.00630063,-0.39369282,-1.3519577,-3.9450345,1.241119
0.00640064,-0.3996441,-1.3536817,-3.9464211,1.2390577
0.00650065,-0.4055867,-1.3554043,-3.9478068,1.2369982
0.0066006603,-0.4115206,-1.3571278,-3.9491944,1.234939
0.00670067,-0.41744587,-1.3588506,-3.950581,1.2328798
0.00680068,-0.42336252,-1.3605753,-3.9519706,1.2308201
0.00690069,-0.4292706,-1.3622993,-3.9533587,1.2287601
0.0070007,-0.4351701,-1.3640233,-3.9547486,1.2267021
0.00710071,-0.4410611,-1.3657471,-3.9561377,1.2246433
0.0072007203,-0.44694355,-1.367473,-3.95753,1.2225841
0.00730073,-0.45281756,-1.3691965,-3.9589195,1.2205263
0.00740074,-0.45868307,-1.3709227,-3.9603128,1.2184676
0.00750075,-0.46454015,-1.3726457,-3.9617038,1.2164122
0.00760076,-0.47038883,-1.3743721,-3.9630985,1.2143542
0.00770077,-0.4762291,-1.3760973,-3.964491,1.2122964
0.0078007802,-0.48206103,-1.3778235,-3.965886,1.210239
0.00790079,-0.48788458,-1.3795487,-3.9672804,1.2081829
0.0080008,-0.49369985,-1.381275,-3.9686785,1.2061285
0.00810081,-0.49950683,-1.3829998,-3.9700727,1.2040733
0.008200821,-0.5053055,-1.3847271,-3.9714708,1.2020167
0.00830083,-0.511096,-1.3864542,-3.9728699,1.1999615
0.00840084,-0.51687825,-1.3881804,-3.9742665,1.1979057
0.00850085,-0.52265227,-1.3899089,-3.975667,1.1958491
0.00860086,-0.5284181,-1.3916348,-3.9770646,1.1937951
0.00870087,-0.5341758,-1.3933622,-3.9784656,1.1917413
0.00880088,-0.5399254,-1.395089,-3.979866,1.1896881
0.00890089,-0.5456669,-1.3968168,-3.981268,1.1876343
0.0090009,-0.55140024,-1.398544,-3.982668,1.1855801
0.00910091,-0.55712557,-1.400273,-3.9840727,1.1835269
0.00920092,-0.5628429,-1.4020001,-3.9854736,1.1814734
0.00930093,-0.56855214,-1.4037291,-3.9868798,1.1794218
0.0094009405,-0.57425344,-1.4054564,-3.9882827,1.1773697
0.00950095,-0.57994676,-1.4071857,-3.9896889,1.1753176
0.00960096,-0.5856321,-1.4089147,-3.9910927,1.1732634
0.00970097,-0.5913095,-1.4106439,-3.9925013,1.1712133
0.00980098,-0.596979,-1.4123718,-3.9939055,1.1691622
0.00990099,-0.6026407,-1.4141029,-3.9953146,1.1671087
0.010001,-0.6082944,-1.4158303,-3.9967203,1.1650597
0.01010101,-0.61394036,-1.4175626,-3.9981318,1.1630064
0.01020102,-0.6195785,-1.4192895,-3.9995384,1.1609594
0.01030103,-0.6252088,-1.4210216,-4.000951,1.1589075
0.01040104,-0.6308313,-1.4227511,-4.00236,1.1568578
0.01050105,-0.6364461,-1.424481,-4.003772,1.1548096
0.01060106,-0.6420531,-1.4262105,-4.005182,1.1527609
0.010701071,-0.64765245,-1.4279429,-4.006596,1.1507102
