x,f,mean,lower,upper
0.00010001,-0.006558076,-1.3099754,-4.502138,1.8821876
0.00020002,-0.013105482,-1.3114984,-4.503313,1.8803165
0.00030003,-0.019642254,-1.3130226,-4.504487,1.8784418
0.00040004,-0.026168434,-1.3145459,-4.505662,1.8765702
0.00050005,-0.032684054,-1.3160708,-4.5068393,1.8746977
0.00060006,-0.039189156,-1.3175955,-4.508016,1.8728251
0.00070007,-0.045683775,-1.3191192,-4.5091915,1.8709533
0.00080008,-0.05216795,-1.3206444,-4.5103703,1.8690815
0.00090009003,-0.05864171,-1.3221698,-4.5115485,1.867209
0.0010001,-0.0651051,-1.3236947,-4.512725,1.8653352
0.00110011,-0.071558155,-1.3252189,-4.5139046,1.8634665
0.00120012,-0.0780009,-1.3267457,-4.5150843,1.8615928
0.00130013,-0.084433384,-1.3282712,-4.5162644,1.8597221
0.00140014,-0.09085564,-1.3297966,-4.5174427,1.8578498
0.0015001501,-0.097267695,-1.331322,-4.518624,1.8559799
0.00160016,-0.10366959,-1.3328497,-4.519806,1.8541064
0.00170017,-0.11006136,-1.3343747,-4.520986,1.8522367
0.0018001801,-0.116443045,-1.335901,-4.522168,1.8503664
0.00190019,-0.12281467,-1.3374288,-4.523351,1.8484936
0.0020002,-0.12917626,-1.3389552,-4.524535,1.8466246
0.00210021,-0.13552788,-1.3404815,-4.525717,1.844754
0.00220022,-0.14186953,-1.3420076,-4.5269003,1.842885
0.00230023,-0.14820126,-1.3435373,-4.5280867,1.8410118
0.00240024,-0.1545231,-1.345063,-4.529269,1.839143
0.00250025,-0.16083509,-1.3465905,-4.5304546,1.8372736
0.00260026,-0.16713724,-1.34812,-4.531642,1.8354018
0.00270027,-0.17342961,-1.3496473,-4.5328283,1.8335335
0.00280028,-0.17971222,-1.3511751,-4.5340137,1.8316634
0.00290029,-0.1859851,-1.3527024,-4.5352,1.8297956
0.0030003001,-0.1922483,-1.3542325,-4.5363894,1.8279243
0.00310031,-0.19850183,-1.3557613,-4.537577,1.8260546
0.00320032,-0.20474571,-1.3572886,-4.538763,1.8241861
0.0033003301,-0.21098001,-1.3588183,-4.539953,1.8223166
0.00340034,-0.21720473,-1.3603475,-4.5411434,1.8204482
0.00350035,-0.22341992,-1.3618758,-4.5423307,1.8185794
