x,f,mean,lower,upper
0.00010001,-0.006558076,-1.2516848,-4.736745,2.233375
0.00020002,-0.013105482,-1.2530059,-4.7377563,2.2317448
0.00030003,-0.019642254,-1.2543291,-4.7387714,2.2301135
0.00040004,-0.026168434,-1.2556523,-4.739787,2.2284822
0.00050005,-0.032684054,-1.2569743,-4.7408023,2.2268534
0.00060006,-0.039189156,-1.2582971,-4.7418165,2.225222
0.00070007,-0.045683775,-1.259621,-4.7428327,2.2235909
0.00080008,-0.05216795,-1.2609435,-4.7438498,2.2219625
0.00090009003,-0.05864171,-1.2622677,-4.744867,2.2203317
0.0010001,-0.0651051,-1.2635916,-4.745885,2.2187014
0.00110011,-0.071558155,-1.2649134,-4.7469006,2.2170734
0.00120012,-0.0780009,-1.2662381,-4.7479196,2.2154436
0.00130013,-0.084433384,-1.2675625,-4.7489386,2.2138138
0.00140014,-0.09085564,-1.2688855,-4.7499576,2.2121863
0.0015001501,-0.097267695,-1.2702094,-4.7509756,2.2105565
0.00160016,-0.10366959,-1.271535,-4.751996,2.2089262
0.00170017,-0.11006136,-1.272859,-4.7530165,2.2072988
0.0018001801,-0.116443045,-1.2741836,-4.7540374,2.2056699
0.00190019,-0.12281467,-1.2755088,-4.755059,2.2040415
0.0020002,-0.12917626,-1.2768332,-4.7560797,2.202413
0.00210021,-0.13552788,-1.2781574,-4.7571015,2.2007866
0.00220022,-0.14186953,-1.2794825,-4.758124,2.1991587
0.00230023,-0.14820126,-1.2808083,-4.7591476,2.1975307
0.00240024,-0.1545231,-1.282133,-4.760169,2.1959028
0.00250025,-0.16083509,-1.2834581,-4.761193,2.1942768
0.00260026,-0.16713724,-1.2847847,-4.762218,2.1926484
0.00270027,-0.17342961,-1.2861096,-4.7632413,2.1910224
0.00280028,-0.17971222,-1.2874349,-4.7642655,2.1893954
0.00290029,-0.1859851,-1.2887613,-4.7652917,2.187769
0.0030003001,-0.1922483,-1.2900864,-4.766317,2.1861439
0.00310031,-0.19850183,-1.291413,-4.767343,2.184517
0.00320032,-0.20474571,-1.2927405,-4.7683706,2.18289
0.0033003301,-0.21098001,-1.2940658,-4.769396,2.181264
0.00340034,-0.21720473,-1.2953924,-4.770423,2.1796384
0.00350035,-0.22341992,-1.296719,-4.7714515,2.1780138
0.0036003601,-0.2296256,-1.2980462,-4.7724795,2.1763873
0.00370037,-0.2358218,-1.2993723,-4.773507,2.1747622
0.00380038,-0.24200855,-1.3006991,-4.7745357,2.1731377
0.0039003901,-0.2481859,-1.3020266,-4.775566,2.1715126
0.0040004,-0.25435385,-1.3033534,-4.776596,2.169889
0.0041004103,-0.26051244,-1.3046807,-4.7776246,2.1682634
0.00420042,-0.26666173,-1.306008,-4.778655,2.1666389
0.00430043,-0.2728017,-1.307336,-4.779687,2.1650147
0.00440044,-0.2789324,-1.3086642,-4.780719,2.1633902
0.00450045,-0.28505388,-1.3099908,-4.78175,2.1617684
0.00460046,-0.29116613,-1.3113192,-4.7827816,2.1601434
0.0047004703,-0.29726923,-1.3126467,-4.783815,2.1585212
0.00480048,-0.30336314,-1.3139757,-4.7848487,2.156897
0.00490049,-0.30944794,-1.3153032,-4.785881,2.1552744
0.0050005,-0.31552365,-1.3166329,-4.7869153,2.1536498
0.00510051,-0.3215903,-1.3179599,-4.7879486,2.152029
0.00520052,-0.3276479,-1.3192884,-4.7889833,2.1504068
0.00530053,-0.33369648,-1.3206178,-4.7900186,2.1487827
0.00540054,-0.3397361,-1.3219458,-4.7910542,2.1471624
0.00550055,-0.34576675,-1.323275,-4.7920904,2.1455402
0.00560056,-0.3517885,-1.3246046,-4.7931266,2.143917
0.00570057,-0.35780132,-1.3259336,-4.7941637,2.1422968
