x,f,f_prime,mean,mean_prime,lower,lower_prime,upper,upper_prime
0.00010001,-4.457462,-9972.395,104.2569,-43007.426,100.36815,-43012.375,108.145645,-43002.477
0.00020002,-5.454774,-5938.4785,99.94656,-42661.836,96.05779,-42666.67,103.835335,-42657.0
0.00030003,-6.048671,-4243.886,95.68094,-42304.176,91.79215,-42309.45,99.569725,-42298.902
0.00040004,-6.4730964,-3304.9407,91.49344,-41939.26,87.60474,-41944.94,95.38214,-41933.582
0.00050005,-6.8036203,-2707.226,87.28879,-41577.137,83.40004,-41582.99,91.177536,-41571.285
0.00060006,-7.0743675,-2293.0112,83.199554,-41202.637,79.310776,-41209.086,87.08833,-41196.188
0.00070007,-7.30369,-1988.9208,79.06064,-40832.402,75.171875,-40839.008,82.9494,-40825.797
0.00080008,-7.5026007,-1756.1384,74.98184,-40448.926,71.0931,-40456.035,78.87058,-40441.816
0.00090009003,-7.6782312,-1572.187,70.9816,-40057.758,67.0929,-40065.492,74.87029,-40050.023
0.0010001,-7.8354645,-1423.1445,66.98807,-39673.03,63.099293,-39681.055,70.87684,-39665.008
0.00110011,-7.9777927,-1299.925,63.070282,-39272.613,59.1816,-39281.156,66.95896,-39264.07
0.00120012,-8.107798,-1196.3455,59.145294,-38869.61,55.25657,-38878.773,63.03402,-38860.445
0.00130013,-8.227444,-1108.0518,55.238556,-38471.75,51.349903,-38481.086,59.12721,-38462.414
0.00140014,-8.33826,-1031.8889,51.462677,-38058.844,47.573948,-38068.863,55.351406,-38048.824
0.0015001501,-8.441459,-965.5143,47.64627,-37650.184,43.75758,-37660.438,51.53496,-37639.93
0.00160016,-8.538019,-907.1524,43.93112,-37227.914,40.04248,-37238.71,47.819763,-37217.117
0.00170017,-8.628743,-855.4328,40.216278,-36803.76,36.32763,-36815.047,44.104927,-36792.477
0.0018001801,-8.714294,-809.2807,36.523712,-36382.99,32.63509,-36394.516,40.412334,-36371.46
0.00190019,-8.795231,-767.8414,32.946808,-35953.05,29.058151,-35965.13,36.835464,-35940.973
0.0020002,-8.872023,-730.4267,29.36032,-35517.594,25.471647,-35530.125,33.248993,-35505.062
0.00210021,-8.945072,-696.47614,25.842741,-35083.39,21.95416,-35096.152,29.731321,-35070.63
