x,f,mean,lower,upper
0.00020002,-5.454774,-11.157019,-15.037777,-7.2762604
0.00030003,-6.048671,-11.158407,-15.038906,-7.277909
0.00040004,-6.4730964,-11.159803,-15.040042,-7.279565
0.00050005,-6.8036203,-11.16119,-15.041169,-7.281211
0.00060006,-7.0743675,-11.162579,-15.042298,-7.282859
0.00070007,-7.30369,-11.163961,-15.043423,-7.2845
0.00080008,-7.5026007,-11.165344,-15.044547,-7.2861414
0.00090009003,-7.6782312,-11.166725,-15.04567,-7.287781
0.0010001,-7.8354645,-11.168102,-15.046788,-7.2894163
0.00110011,-7.9777927,-11.169477,-15.047906,-7.291049
0.00120012,-8.107798,-11.170849,-15.04902,-7.292678
0.00130013,-8.227444,-11.17222,-15.050134,-7.2943068
0.00140014,-8.33826,-11.173588,-15.051245,-7.295931
0.0015001501,-8.441459,-11.174955,-15.052355,-7.2975554
0.00160016,-8.538019,-11.176317,-15.053461,-7.299174
0.00170017,-8.628743,-11.177679,-15.054566,-7.3007917
0.0018001801,-8.714294,-11.179039,-15.05567,-7.302408
0.00190019,-8.795231,-11.180395,-15.05677,-7.30402
0.0020002,-8.872023,-11.181749,-15.057869,-7.3056297
0.00210021,-8.945072,-11.1831,-15.058964,-7.3072357
0.00220022,-9.014727,-11.18445,-15.06006,-7.3088408
0.00230023,-9.081286,-11.185797,-15.0611515,-7.3104424
0.00240024,-9.145013,-11.1871395,-15.06224,-7.3120394
0.00250025,-9.206136,-11.188484,-15.06333,-7.313638
0.00260026,-9.26486,-11.189825,-15.064417,-7.315233
0.00270027,-9.321363,-11.19116,-15.065498,-7.316822
0.00280028,-9.375809,-11.192495,-15.06658,-7.318411
0.00290029,-9.428338,-11.1938305,-15.067661,-7.3199997
0.0030003001,-9.47908,-11.195158,-15.068737,-7.321579
0.00310031,-9.528152,-11.196489,-15.069815,-7.323164
0.00320032,-9.575661,-11.197815,-15.070888,-7.3247423
0.0033003301,-9.621698,-11.199137,-15.071958,-7.326316
0.00340034,-9.666354,-11.200459,-15.073028,-7.3278894
0.00350035,-9.709708,-11.2017765,-15.074093,-7.3294597
0.0036003601,-9.751831,-11.203093,-15.075158,-7.331027
0.00370037,-9.792792,-11.204409,-15.076223,-7.3325944
0.00380038,-9.832651,-11.205719,-15.077282,-7.334156
0.0039003901,-9.871465,-11.207029,-15.078342,-7.3357167
0.0040004,-9.9092865,-11.208336,-15.079397,-7.337274
0.0041004103,-9.946164,-11.209639,-15.080451,-7.338826
0.00420042,-9.982142,-11.210943,-15.081505,-7.340381
0.00430043,-10.017264,-11.212244,-15.082556,-7.341932
0.00440044,-10.051568,-11.213537,-15.0836,-7.3434744
0.00450045,-10.08509,-11.214836,-15.08465,-7.3450227
0.00460046,-10.117864,-11.216127,-15.085692,-7.3465624
0.0047004703,-10.149921,-11.217419,-15.086735,-7.3481026
0.00480048,-10.1812935,-11.218706,-15.087773,-7.349639
0.00490049,-10.2120075,-11.219992,-15.088811,-7.3511724
0.0050005,-10.242089,-11.221273,-15.089846,-7.3527017
0.00510051,-10.271564,-11.222555,-15.090879,-7.354231
0.00520052,-10.300453,-11.223833,-15.091909,-7.3557563
0.00530053,-10.328781,-11.225111,-15.09294,-7.3572817
0.00540054,-10.356568,-11.226383,-15.093966,-7.358801
0.00550055,-10.383833,-11.2276535,-15.09499,-7.360317
0.00560056,-10.410594,-11.228924,-15.096014,-7.361834
0.00570057,-10.43687,-11.230188,-15.097033,-7.3633447
0.00580058,-10.462675,-11.231455,-15.098053,-7.364857
0.00590059,-10.488029,-11.2327175,-15.09907,-7.3663654
0.0060006003,-10.512942,-11.233976,-15.100082,-7.36787
0.00610061,-10.537432,-11.235233,-15.101095,-7.3693714
0.00620062,-10.561511,-11.236488,-15.102105,-7.3708715
0.00630063,-10.585193,-11.237741,-15.103113,-7.3723693
0.00640064,-10.608488,-11.238989,-15.104116,-7.373861
0.00650065,-10.63141,-11.240236,-15.105121,-7.375352
0.0066006603,-10.653969,-11.241482,-15.106122,-7.3768415
