"x_sampled","y_pred"
0.0001000100010001,-12.9061213063108
0.0002000200020002,-12.9068978254039
0.0003000300030003,-12.9076712601311
0.0004000400040004,-12.908441610969
0.0005000500050005,-12.9092088783941
0.0006000600060006,-12.9099730628832
0.0007000700070007,-12.9107341649126
0.0008000800080008,-12.9114921849591
0.0009000900090009,-12.9122471234992
0.001000100010001,-12.9129989810095
0.0011001100110011,-12.9137477579666
0.0012001200120012,-12.9144934548471
0.0013001300130013,-12.9152360721275
0.0014001400140014,-12.9159756102845
0.0015001500150015,-12.9167120697946
0.0016001600160016,-12.9174454511343
0.0017001700170017,-12.9181757547804
0.0018001800180018,-12.9189029812094
0.0019001900190019,-12.9196271308978
0.002000200020002,-12.9203482043223
0.0021002100210021,-12.9210662019594
0.0022002200220022,-12.9217811242857
0.0023002300230023,-12.9224929717778
0.0024002400240024,-12.9232017449123
0.0025002500250025,-12.9239074441658
0.0026002600260026,-12.9246100700148
0.0027002700270027,-12.925309622936
0.0028002800280028,-12.9260061034059
0.0029002900290029,-12.9266995119011
0.003000300030003,-12.9273898488982
0.0031003100310031,-12.9280771148738
0.0032003200320032,-12.9287613103045
0.0033003300330033,-12.9294424356668
0.0034003400340034,-12.9301204914373
0.0035003500350035,-12.9307954780927
0.0036003600360036,-12.9314673961095
0.0037003700370037,-12.9321362459642
0.0038003800380038,-12.9328020281336
0.0039003900390039,-12.9334647430941
0.004000400040004,-12.9341243913223
0.0041004100410041,-12.9347809732949
0.0042004200420042,-12.9354344894884
0.0043004300430043,-12.9360849403793
0.0044004400440044,-12.9367323264444
0.0045004500450045,-12.9373766481601
0.0046004600460046,-12.9380179060031
0.0047004700470047,-12.93865610045
0.0048004800480048,-12.9392912319772
0.0049004900490049,-12.9399233010615
0.005000500050005,-12.9405523081793
0.0051005100510051,-12.9411782538074
0.0052005200520052,-12.9418011384222
0.0053005300530053,-12.9424209625003
0.0054005400540054,-12.9430377265184
0.0055005500550055,-12.943651430953
0.0056005600560056,-12.9442620762807
0.0057005700570057,-12.9448696629781
0.0058005800580058,-12.9454741915217
0.0059005900590059,-12.9460756623882
0.006000600060006,-12.9466740760542
0.0061006100610061,-12.9472694329962
0.0062006200620062,-12.9478617336908
0.0063006300630063,-12.9484509786145
0.0064006400640064,-12.9490371682441
0.0065006500650065,-12.949620303056
0.0066006600660066,-12.9502003835269
0.0067006700670067,-12.9507774101334
0.0068006800680068,-12.9513513833519
0.0069006900690069,-12.9519223036592
0.007000700070007,-12.9524901715317
0.0071007100710071,-12.9530549874461
0.0072007200720072,-12.953616751879
0.0073007300730073,-12.9541754653069
0.0074007400740074,-12.9547311282065
0.0075007500750075,-12.9552837410542
0.0076007600760076,-12.9558333043268
0.0077007700770077,-12.9563798185007
0.0078007800780078,-12.9569232840526
0.0079007900790079,-12.9574637014591
0.008000800080008,-12.9580010711967
0.0081008100810081,-12.9585353937421
0.0082008200820082,-12.9590666695717
0.0083008300830083,-12.9595948991622
0.0084008400840084,-12.9601200829903
0.0085008500850085,-12.9606422215323
0.0086008600860086,-12.9611613152651
0.0087008700870087,-12.961677364665
0.0088008800880088,-12.9621903702088
0.0089008900890089,-12.962700332373
0.009000900090009,-12.9632072516342
0.0091009100910091,-12.9637111284689
0.0092009200920092,-12.9642119633538
0.0093009300930093,-12.9647097567654
0.0094009400940094,-12.9652045091804
0.0095009500950095,-12.9656962210753
0.0096009600960096,-12.9661848929266
0.0097009700970097,-12.9666705252111
0.0098009800980098,-12.9671531184052
0.0099009900990099,-12.9676326729856
0.01000100010001,-12.9681091894288
0.0101010101010101,-12.9685826682114
0.0102010201020102,-12.9690531098101
0.0103010301030103,-12.9695205147013
0.0104010401040104,-12.9699848833617
0.0105010501050105,-12.9704462162679
0.0106010601060106,-12.9709045138964
0.0107010701070107,-12.9713597767238
0.0108010801080108,-12.9718120052268
0.0109010901090109,-12.9722611998818
0.011001100110011,-12.9727073611656
0.0111011101110111,-12.9731504895546
0.0112011201120112,-12.9735905855254
0.0113011301130113,-12.9740276495547
0.0114011401140114,-12.974461682119
0.0115011501150115,-12.974892683695
0.0116011601160116,-12.9753206547591
0.0117011701170117,-12.975745595788
