a0,lc,lc_deriv,lc_sderiv
0.0,0.0,-65.6276738459053,1070.63517398942
0.0001000100010001,-0.0065580758612543,-65.520791035321,1066.81359040065
0.0002000200020002,-0.0131054814301171,-65.4142889484077,1063.01765200714
0.0003000300030003,-0.019642254675412,-65.3081653239472,1059.24664832226
0.0004000400040004,-0.0261684333149209,-65.2024176156527,1055.50047085407
0.0005000500050005,-0.03268405481775,-65.097043263361,1051.77896965973
0.0006000600060006,-0.0391891564066654,-64.992039946817,1048.08185350251
0.0007000700070007,-0.0456837750604042,-64.8874051246611,1044.40891079981
0.0008000800080008,-0.0521679475159539,-64.7831364595106,1040.75990612743
0.0009000900090009,-0.0586417102708078,-64.6792315485798,1037.13462843746
0.001000100010001,-0.065105099585191,-64.5756880106061,1033.53285324152
0.0011001100110011,-0.0715581514842612,-64.4725035094628,1029.95436033719
0.0012001200120012,-0.078000901760283,-64.3696757628936,1026.39893637999
0.0013001300130013,-0.0844333859747766,-64.2672024476214,1022.86637165157
0.0014001400140014,-0.0908556394606407,-64.165081267081,1019.35645245269
0.0015001500150015,-0.0972676973242505,-64.0633100154681,1015.86897579971
0.0016001600160016,-0.103669594447531,-63.961886418183,1012.40373361107
0.0017001700170017,-0.110061365490008,-63.8608082787517,1008.96052447547
0.0018001800180018,-0.116443044890827,-63.7600734056778,1005.53914807946
0.0019001900190019,-0.122814666870764,-63.6596796147905,1002.13940564737
0.002000200020002,-0.129176265434195,-63.5596247587539,998.761103960071
0.0021002100210021,-0.135527874371056,-63.4599067145729,995.404049120616
0.0022002200220022,-0.141869527258775,-63.3605233410338,992.068048980524
0.0023002300230023,-0.148201257464178,-63.2614725636409,988.752915586232
0.0024002400240024,-0.154523098145383,-63.1627522854891,985.458462550048
0.0025002500250025,-0.160835082253663,-63.0643604701073,982.184505735919
0.0026002600260026,-0.16713724253529,-62.9662950696936,978.930862435048
0.0027002700270027,-0.173429611533361,-62.86855405312,975.697351397283
0.0028002800280028,-0.1797122215896,-62.7711354199024,972.483795514876
0.0029002900290029,-0.185985104846141,-62.6740371822191,969.290018450878
0.003000300030003,-0.192248293247288,-62.5772573731636,966.115845400214
0.0031003100310031,-0.198501818541261,-62.4807940401942,962.961105448942
0.0032003200320032,-0.204745712281914,-62.3846452520965,959.825627124176
0.0033003300330033,-0.210980005830443,-62.2888090770322,956.709242742405
0.0034003400340034,-0.217204730357064,-62.1932836311951,953.61178531517
0.0035003500350035,-0.223419916842683,-62.098067027672,950.533090863808
0.0036003600360036,-0.22962559608054,-62.0031573793016,947.472995915027
0.0037003700370037,-0.235821798677838,-61.908552859022,944.431340044869
0.0038003800380038,-0.242008555057351,-61.8142516116863,941.407964249776
0.0039003900390039,-0.248185895459018,-61.7202518324045,938.402710818242
0.004000400040004,-0.254353849941515,-61.6265517042587,935.415424090669
0.0041004100410041,-0.260512448383813,-61.5331494409,932.445950176015
0.0042004200420042,-0.266661720486719,-61.4400432768584,929.494136974144
0.0043004300430043,-0.272801695774397,-61.3472314372677,926.559833193761
0.0044004400440044,-0.278932403595872,-61.2547121931863,923.642891476061
0.0045004500450045,-0.285053873126524,-61.1624838091411,920.743163124959
0.0046004600460046,-0.291166133369557,-61.07054457682,917.860502775759
0.0047004700470047,-0.297269213157459,-60.9788927883172,914.994766996469
0.0048004800480048,-0.30336314115344,-60.8875267613055,912.145812472988
0.0049004900490049,-0.309447945852862,-60.7964448271215,909.313498631815
0.005000500050005,-0.315523655584645,-60.7056453252528,906.497685808543
0.0051005100510051,-0.321590298512663,-60.6151266135601,903.698236307525
0.0052005200520052,-0.327647902637125,-60.524887060053,900.915013393693
0.0053005300530053,-0.333696495795939,-60.4349250519098,898.147882635798
0.0054005400540054,-0.339736105666062,-60.3452389885789,895.396709507224
0.0055005500550055,-0.345766759764836,-60.2558272736846,892.661362536337
0.0056005600560056,-0.351788485451313,-60.1666883364485,889.941710959899
0.0057005700570057,-0.357801309927555,-60.0778206126549,887.237625292598
0.0058005800580058,-0.363805260239936,-59.9892225488595,884.548977788144
0.0059005900590059,-0.369800363280414,-59.9008926146434,881.875641487622
0.006000600060006,-0.375786645787805,-59.8128292755181,879.217491250981
0.0061006100610061,-0.381764134349031,-59.7250310236807,876.574403295729
0.0062006200620062,-0.38773285540036,-59.6374963649885,873.946254944234
0.0063006300630063,-0.393692835228634,-59.5502238024138,871.332924712813
0.0064006400640064,-0.399644099972485,-59.4632118614924,868.734292507069
0.0065006500650065,-0.40558667562353,-59.376459080929,866.150239573899
0.0066006600660066,-0.411520588027567,-59.2899640084096,863.580648117703
0.0067006700670067,-0.417445862885745,-59.2037251992774,861.025402033414
0.0068006800680068,-0.423362525755732,-59.1177412305282,858.484386163713
0.0069006900690069,-0.429270602052865,-59.0320106783476,855.957486257118
0.007000700070007,-0.435170117051292,-58.9465321464503,853.444589780077
0.0071007100710071,-0.441061095885098,-58.8613042292467,850.945584962244
0.0072007200720072,-0.446943563549421,-58.776325547233,848.460361186899
0.0073007300730073,-0.452817544901562,-58.6915947279626,845.988809313837
0.0074007400740074,-0.458683064662073,-58.6071104120369,843.530820994886
0.0075007500750075,-0.464540147415844,-58.5228712419295,841.086289068226
0.0076007600760076,-0.470388817613172,-58.4388758870047,838.65510758041
0.0077007700770077,-0.476229099570821,-58.3551230074776,836.237171475805
0.0078007800780078,-0.482061017473077,-58.2716112879362,833.832376994041
0.0079007900790079,-0.487884595372781,-58.1883394186533,831.440620948448
0.008000800080008,-0.493699857192361,-58.1053060998213,829.061801997423
0.0081008100810081,-0.499506826724849,-58.0225100465374,826.695818969735
0.0082008200820082,-0.505305527634893,-57.9399499792076,824.342572326763
0.0083008300830083,-0.511095983459747,-57.8576246228221,822.001963012722
0.0084008400840084,-0.516878217610269,-57.7755327253817,819.673893571721
0.0085008500850085,-0.52265225337189,-57.6936730340013,817.358267006442
0.0086008600860086,-0.528418113905589,-57.6120443101741,815.054987452519
0.0087008700870087,-0.534175822248846,-57.5306453261288,812.763960135286
0.0088008800880088,-0.539925401316596,-57.4494748575346,810.485090951799
0.0089008900890089,-0.545666873902167,-57.3685316949891,808.218287054485
0.009000900090009,-0.551400262678209,-57.2878146330194,805.963456184217
0.0091009100910091,-0.557125590197616,-57.2073224844681,803.720507191595
0.0092009200920092,-0.562842878894441,-57.127054066138,801.489349888167
0.0093009300930093,-0.568552151084794,-57.0470081940574,799.269894724149
0.0094009400940094,-0.574253428967741,-56.9671837097513,797.062053139787
0.0095009500950095,-0.579946734626186,-56.887579456713,794.865737636036
0.0096009600960096,-0.58563209002775,-56.8081942816909,792.680861201146
0.0097009700970097,-0.59130951702564,-56.729027050379,790.50733797246
0.0098009800980098,-0.596979037359506,-56.6500766290077,788.34508284307
0.0099009900990099,-0.602640672656296,-56.5713418914341,786.194011402138
0.01000100010001,-0.608294444431095,-56.4928217301482,784.054040198173
0.0101010101010101,-0.613940374087967,-56.4145150359743,781.925086498426
0.0102010201020102,-0.619578482920774,-56.336420707391,779.807068439324
0.0103010301030103,-0.625208792114001,-56.2585376606011,777.699904986178
0.0104010401040104,-0.630831322743564,-56.1808648135229,775.603515703034
0.0105010501050105,-0.636446095777617,-56.1034010884322,773.517821013258
0.0106010601060106,-0.642053132077344,-56.0261454234819,771.442742209648
0.0107010701070107,-0.647652452397748,-55.9490967560976,769.378201158765
0.0108010801080108,-0.653244077388435,-55.8722540431381,767.324120531857
0.0109010901090109,-0.658828027594384,-55.795616239428,765.280423843095
0.011001100110011,-0.664404323456712,-55.7191823086317,763.247035163575
0.0111011101110111,-0.669972985313436,-55.6429512249902,761.223879341886
0.0112011201120112,-0.675534033400223,-55.5669219674631,759.210882060364
0.0113011301130113,-0.681087487851134,-55.4910935261975,757.207969457656
0.0114011401140114,-0.686633368699364,-55.4154648946646,755.215068549374
0.0115011501150115,-0.692171695877966,-55.3400350766692,753.232106964999
