"a0","lc_a0","deriv_lc","second_deriv_lc"
0,-13.9571507481239,-43380.0648386952,4170336234.17212
0.01,-11.2908930403682,-152.849605344411,16157.3125883654
0.505,10.0888084843918,72.068179744903,52.5431979385748
0.2575,-5.81232049431304,53.6874447805778,101.393582881942
0.13375,-11.3651508862276,33.4288127082314,251.817495022741
0.071875,-12.8913131322448,12.105344538038,531.654278642492
0.0409375,-12.9272099423004,-16.1352736320734,1360.41824738459
0.1028125,-12.2963340523437,24.1009035326601,343.295119143238
0.1528125,-10.7090769773441,38.1620974214041,205.179389889066
0.05640625,-12.9960979345037,0.773363904834306,803.966469053909
0.11828125,-11.8801010944106,30.5178586374263,269.428595044468
0.02546875,-12.4533194748869,-48.9121553512103,3326.28591600072
0.08734375,-12.6540014414702,18.1940886502459,416.564230903853
0.14328125,-11.0523683294825,36.5084714027265,217.249919990218
0.16234375,-10.3339568543824,40.5433172139917,183.282180409494
0.048671875,-12.9784170486045,-5.67854955675392,1023.56172247419
0.064140625,-12.9677467607868,7.17547573904463,646.838141638636
0.095078125,-12.4943903741476,22.2579044290032,371.696484809233
0.110546875,-12.1029452729419,27.0594471256472,340.877426657226
0.126015625,-11.6472807964114,31.4675091654634,281.593186140385
1,50.6594306032318,89.6962496135629,23.980345244805
