"a0","lc_a0","deriv_lc","second_deriv_lc"
0,-22.3683324309033,-43161.6842201968,3863983729.72134
0.05,-12.9726293098033,-5.20559397216113,1058.29156096515
0.525,11.5421666070714,73.2336417145601,47.1021865599087
0.2875,-4.13852937012144,57.0154667773784,99.7870645783555
0.65625,21.553574712703,79.0206064201465,39.5906445743758
0.16875,-10.0575683241791,41.067191906401,197.25221003661
0.40625,3.22909732159151,66.6496180193621,67.2512667515803
0.721875,26.8196645370589,81.3096761693111,37.4662815516231
0.590625,16.4476907366021,76.3041912811514,42.8055401661259
0.228125,-7.32598342035432,50.5772286729555,130.105347446422
0.465625,7.28896301593216,70.0783308873555,56.9727962840225
0.109375,-12.1361261565481,27.6543060178809,315.453412600904
0.346875,-0.594329963333239,61.7976762826214,79.1606045339331
0.6234375,18.9835531513521,77.5161338787591,41.6192594239346
0.6890625,24.1584418358725,80.2318830652978,36.6820311804595
0.7546875,29.506900648966,82.5858105167299,33.8498922468152
0.5578125,13.972241508424,74.9946210896477,46.6627115049041
0.1390625,-11.2108409600051,35.6272701944003,220.24427418656
0.1984375,-8.76792002326827,46.1801423769537,159.044751573382
0.2578125,-5.78645141796059,53.6030545480679,114.704155776134
1,50.6617394643148,89.4402990630283,24.5643640343415
