"a0","lc_a0","deriv_lc","second_deriv_lc"
0,-7.61340577815722,-44588.4745132276,4228228762.34023
0.05,-12.994431569709,-3.28430968978322,890.604847360384
0.1,-12.3800958382233,25.1015029029979,333.985179412822
0.15,-10.8158077440423,37.5244003730111,196.077785740708
0.2,-8.67340102498467,46.387699328131,150.402703016032
0.25,-6.1995577691996,52.9895549400274,113.183601963378
0.3,-3.41606105231491,57.9952591208478,92.0080281507662
0.35,-0.400939866138945,62.2703733932037,75.0002010798166
0.4,2.81566530237748,65.8629430813224,66.7591882105953
0.45,6.19616023139996,69.2376911101784,61.0495083131827
0.5,9.72978479226227,71.8964127274706,49.8499665551481
0.55,13.3932889061373,74.2733896426595,50.0784060072083
0.6,17.1737180738507,76.9350295748425,45.3635815256421
0.65,21.0583570181314,78.7271577318492,39.2072343285399
0.7,25.0436520086386,80.674336780995,36.0668411404931
0.75,29.1157177354006,82.5194902079518,30.1478583263834
0.8,33.2804470437417,84.0165006262619,31.3530781073314
0.85,37.5232601350793,85.6444001680182,28.5035783686699
0.9,41.8294657109598,86.9461430657198,29.260998077405
0.95,46.2166862690374,88.1825034885604,25.4595286223375
1,50.6604043768575,89.6690100222696,25.7241336197885
