"a0","lc_a0","deriv_lc","second_deriv_lc"
0,-10.3742725000997,-50234.6756195749,3982914283.70018
0.01,-11.2648376135555,-128.434867987392,9997.08058616983
0.0621052631578947,-12.9827566172149,4.93835149435892,680.697731745493
0.114210526315789,-12.0042507421851,28.2700874428214,301.439586815542
0.166315789473684,-10.156193226679,40.6535976852292,197.966854376406
0.218421052631579,-7.81160407557409,48.8023847314977,142.812571754223
0.270526315789474,-5.08707159378829,55.4205731084232,97.948189405326
0.322631578947368,-2.07519708301243,60.0685844825532,85.7976634485171
0.374736842105263,1.17389195984567,64.3428808228691,72.6415799030838
0.426842105263158,4.60397135374576,67.9535981649929,60.207298531891
0.478947368421053,8.22671789950411,70.8050740510314,55.673948000067
0.531052631578947,11.9915898260915,73.6288118665014,47.4874351086582
0.583157894736842,15.8880087786093,76.1091159630043,45.2128918570825
0.635263157894737,19.9058665552215,78.0502119963629,41.3608348489461
0.687368421052632,24.0213802325419,80.0029597137212,37.5358261431484
0.739473684210526,28.2595341888255,82.0668760702632,34.4302171351646
0.791578947368421,32.5745772356718,83.6330855781886,33.1362658154867
0.843684210526316,36.9826548439794,85.3283869088264,29.2914340614934
0.895789473684211,41.4663327458392,86.8165313179955,28.7870273100698
0.947894736842105,46.0307611686501,88.2123777271932,26.5676125610962
1,50.6631513112013,89.5247509932458,24.2060495008209
