"a0","lc_a0","deriv_lc","second_deriv_lc"
0,0.0239167196859719,-66.9217342685885,1065.87830919186
0.05,-2.37545481953711,-34.9831735417191,362.41023219768
0.525,-2.45720764483391,17.9822406273016,47.4997328715738
0.2875,-5.1400160428258,3.28707779293849,82.8335028102093
0.65625,0.284082302635424,23.4398532351659,39.0304686045588
0.16875,-4.815120180702,-9.3360400469099,137.008758240961
0.40625,-4.22497538262764,11.5315514935644,58.9564223781989
0.721875,1.90219342308414,25.8623308722366,33.2499401337294
0.590625,-1.18756031694034,20.664674400987,41.2600263796007
0.228125,-5.16020049523132,-2.4634633361094,105.760361352022
0.465625,-3.42762581300841,14.9937767230415,53.235609438286
0.109375,-3.976166410316,-18.8703511936363,205.901825191698
0.346875,-4.80250291419465,7.92489847553755,71.8154924663471
0.6234375,-0.467516901013263,22.1410078332735,39.9352701306751
0.6890625,1.05961783806166,24.5035800062642,34.9630406730033
0.7546875,2.76363705004217,26.8189494141827,35.2990864908631
0.5578125,-1.84262806727227,19.4027737288492,46.3998251387976
0.1390625,-4.46620019652215,-14.0255455615225,158.672838530952
0.1984375,-5.04727184032193,-5.39273571295283,115.165611079235
0.2578125,-5.19261908771474,0.202616345969539,90.1377996436333
1,10.2705065314005,33.8452883205463,25.7183706644789
