"a0","lc_a0","deriv_lc","second_deriv_lc"
0,-0.0138107870483515,-62.8220473984939,853.911043003475
0.01,-0.575017085885016,-57.5201425064605,807.903363052637
0.505,-2.80216629104859,16.9061494044073,47.7760376246673
0.2575,-5.18917391971513,0.384699575374713,93.8316093829169
0.13375,-4.38364529465922,-14.762167459077,169.474699460593
0.195625,-5.02342904541348,-6.308414515199,127.970517682299
0.2265625,-5.15937147477141,-2.2768619804413,94.5382996575078
0.1646875,-4.7700842928235,-10.2195095592524,137.716997089189
0.1146875,-4.08329902904677,-18.1479070485896,183.600422513126
0.2765625,-5.16454308979576,2.54587857744516,83.3358733592718
0.18015625,-4.91153163559714,-7.68965375376221,125.157423805544
0.21109375,-5.11104298146792,-4.04823352207474,105.008514160944
0.24203125,-5.18395188656321,-1.33203741273921,105.813741480231
0.14921875,-4.58776091403137,-12.7607713484258,181.746070902954
0.26703125,-5.18942631132386,1.68306723791667,85.5150623213144
0.10515625,-3.89458616339664,-20.5392297262568,211.321501816582
0.12421875,-4.24367280188821,-16.2162009330121,175.889321756163
0.28609375,-5.13379363894505,3.15997881165011,84.3501416976795
0.141484375,-4.49685867055964,-13.5293906509434,170.126825360882
0.172421875,-4.84730428478227,-8.95323622772875,138.101486393249
1,10.2667607254323,33.7860276141477,26.6438845173889
