a0,lc,lc_deriv,lc_sderiv
0.0001000100010001,-4.45746160986199,-9972.39464516084,133753665.895523
0.0002000200020002,-5.45477393153699,-5938.47857955954,35361236.0120838
0.0003000300030003,-6.04867083919065,-4243.8860419166,16021423.4357344
0.0004000400040004,-6.47309641550736,-3304.94072312684,9100488.3078089
0.0005000500050005,-6.803620156348,-2707.22613639979,5858947.36935399
0.0006000600060006,-7.07436754523165,-2293.01112611704,4085028.03458813
0.0007000700070007,-7.30368992581045,-1988.92076265882,3009961.69161399
0.0008000800080008,-7.50260063285661,-1756.13838965157,2309609.09810744
0.0009000900090009,-7.67823104738151,-1572.18701681752,1828088.99903766
0.001000100010001,-7.83546467781369,-1423.144545541,1482891.13866162
0.0011001100110011,-7.97779271193653,-1299.92501840634,1227022.217434
0.0012001200120012,-8.10779766775373,-1196.34546660791,1032122.40274967
0.0013001300130013,-8.22744371502737,-1108.05178793369,880254.215172062
0.0014001400140014,-8.33825957654963,-1031.88885584768,759622.533822957
0.0015001500150015,-8.44145843547122,-965.514268943881,662213.154547369
0.0016001600160016,-8.5380192145363,-907.152421893755,582426.449280001
0.0017001700170017,-8.62874326044198,-855.432804352105,516254.218849798
0.0018001800180018,-8.71429485677286,-809.280682460329,460766.25858574
0.0019001900190019,-8.79523080418446,-767.841375590113,413780.278603529
0.002000200020002,-8.87202242762919,-730.426667889574,373643.99163385
0.0021002100210021,-8.94507222428519,-696.476155370327,339087.831016894
0.0022002200220022,-9.01472664586485,-665.528886912465,309123.297103157
0.0023002300230023,-9.08128604478066,-637.202236305185,282971.463813735
0.0024002400240024,-9.14501250733228,-611.175941641804,260011.836066809
0.0025002500250025,-9.20613609069435,-587.179895200443,239745.196665111
0.0026002600260026,-9.26485983878538,-564.984694254687,221766.234632947
0.0027002700270027,-9.32136385313441,-544.394250843112,205743.118610152
0.0028002800280028,-9.37580862465935,-525.239955370989,191402.07226775
0.0029002900290029,-9.42833778175339,-507.37602576266,178515.599102496
0.003000300030003,-9.47908037324526,-490.675770381621,166893.402382743
0.0031003100310031,-9.52815277761785,-475.028561889701,156375.317452891
0.0032003200320032,-9.57566030958554,-460.337369092834,146825.762487241
0.0033003300330033,-9.62169857983382,-446.516730308719,138129.345953064
0.0034003400340034,-9.66635465207726,-433.491078771997,130187.363214206
0.0035003500350035,-9.70970803264277,-421.193350736253,122914.982349784
0.0036003600360036,-9.7518315208504,-409.563822116397,116238.968560234
0.0037003700370037,-9.7927919430477,-398.549131055432,110095.832395334
0.0038003800380038,-9.83265078889179,-388.101452647476,104430.314003589
0.0039003900390039,-9.87146476509617,-378.17779888007,99194.1354641281
0.004000400040004,-9.90928627916529,-368.739422175981,94344.9683481784
0.0041004100410041,-9.94616386347781,-359.751305076799,89845.5751150313
0.0042004200420042,-9.98214254833345,-351.181721895468,85663.0916337178
0.0043004300430043,-10.0172641911611,-343.001860767043,81768.4250037833
0.0044004400440044,-10.0515677679286,-335.185496606645,78135.7459099966
0.0045004500450045,-10.0850896318446,-327.708707150371,74742.0589518229
0.0046004600460046,-10.1178637436632,-320.549625599309,71566.8375667427
0.0047004700470047,-10.1499218772492,-313.688224477939,68591.7126284659
0.0048004800480048,-10.1812938035282,-307.106126205827,65800.2059712172
0.0049004900490049,-10.2120074554916,-300.786436608185,63177.5015166041
0.005000500050005,-10.2420890765513,-294.713598188974,60710.2480643159
0.0051005100510051,-10.2715633542202,-288.873260482525,58386.3888734201
0.0052005200520052,-10.3004535408268,-283.252165208356,56195.0139288282
0.0053005300530053,-10.328781562744,-277.83804429431,54126.231505175
0.0054005400540054,-10.3565681194196,-272.619529116671,52171.056205926
0.0055005500550055,-10.3838327733293,-267.586069543135,50321.3111089046
