x,f,f_prime,mean,mean_prime,lower,lower_prime,upper,upper_prime
0.00020002,-5.454774,-5938.4785,-9.771107,-154.8194,-14.194389,-160.90749,-5.3478236,-148.73131
0.00030003,-6.048671,-4243.886,-9.786533,-154.54453,-14.209818,-160.61397,-5.363249,-148.47508
0.00040004,-6.4730964,-3304.9407,-9.802015,-154.26988,-14.225304,-160.3206,-5.3787265,-148.21916
0.00050005,-6.8036203,-2707.226,-9.817446,-153.99586,-14.240731,-160.02701,-5.3941603,-147.96472
0.00060006,-7.0743675,-2293.0112,-9.832752,-153.72054,-14.256044,-159.73294,-5.4094605,-147.70813
0.00070007,-7.30369,-1988.9208,-9.848171,-153.44522,-14.271459,-159.43872,-5.424884,-147.45172
0.00080008,-7.5026007,-1756.1384,-9.863476,-153.16995,-14.28677,-159.14528,-5.4401813,-147.19463
0.00090009003,-7.6782312,-1572.187,-9.8788185,-152.89375,-14.302109,-158.85022,-5.4555287,-146.93729
0.0010001,-7.8354645,-1423.1445,-9.8940735,-152.61797,-14.3173685,-158.55635,-5.4707785,-146.67958
0.00110011,-7.9777927,-1299.925,-9.909342,-152.34024,-14.332634,-158.26126,-5.4860497,-146.41922
0.00120012,-8.107798,-1196.3455,-9.924549,-152.06403,-14.347844,-157.96709,-5.501254,-146.16096
0.00130013,-8.227444,-1108.0518,-9.939796,-151.78705,-14.36309,-157.67232,-5.5165033,-145.90178
0.00140014,-8.33826,-1031.8889,-9.954922,-151.50986,-14.378217,-157.3772,-5.5316267,-145.64252
0.0015001501,-8.441459,-965.5143,-9.970036,-151.2328,-14.393333,-157.08275,-5.546737,-145.38286
0.00160016,-8.538019,-907.1524,-9.985199,-150.95476,-14.408496,-156.7875,-5.561902,-145.12201
0.00170017,-8.628743,-855.4328,-10.000227,-150.67673,-14.423527,-156.49216,-5.576927,-144.8613
0.0018001801,-8.714294,-809.2807,-10.015337,-150.39777,-14.438635,-156.19699,-5.5920396,-144.59854
0.00190019,-8.795231,-767.8414,-10.0303,-150.11908,-14.453603,-155.90146,-5.6069975,-144.3367
0.0020002,-8.872023,-730.4267,-10.045376,-149.8404,-14.468674,-155.60582,-5.6220784,-144.07497
0.00210021,-8.945072,-696.47614,-10.060249,-149.56119,-14.483549,-155.31042,-5.6369495,-143.81195
0.00220022,-9.014727,-665.5289,-10.075207,-149.28137,-14.498505,-155.01399,-5.6519084,-143.54875
0.00230023,-9.081286,-637.2022,-10.090124,-149.0025,-14.513421,-154.71863,-5.666827,-143.28638
0.00240024,-9.145013,-611.17596,-10.10495,-148.72263,-14.528252,-154.42262,-5.6816483,-143.02263
0.00250025,-9.206136,-587.1799,-10.119867,-148.44168,-14.543167,-154.12668,-5.696568,-142.75668
0.00260026,-9.26486,-564.9847,-10.134689,-148.162,-14.557989,-153.83096,-5.7113895,-142.49304
0.00270027,-9.321363,-544.3942,-10.149513,-147.8809,-14.57281,-153.53406,-5.7262163,-142.22775
0.00280028,-9.375809,-525.2399,-10.164274,-147.60059,-14.587573,-153.23827,-5.7409754,-141.9629
0.00290029,-9.428338,-507.37604,-10.179081,-147.31938,-14.602378,-152.94174,-5.755784,-141.69702
0.0030003001,-9.47908,-490.67578,-10.193737,-147.03822,-14.617035,-152.64525,-5.770439,-141.4312
0.00310031,-9.528152,-475.02856,-10.208479,-146.75653,-14.631777,-152.34868,-5.785181,-141.16438
0.00320032,-9.575661,-460.33737,-10.223078,-146.47464,-14.646379,-152.05203,-5.799776,-140.89725
0.0033003301,-9.621698,-446.51672,-10.237791,-146.1921,-14.661086,-151.75531,-5.814496,-140.62888
0.00340034,-9.666354,-433.4911,-10.252382,-145.91046,-14.675677,-151.459,-5.8290873,-140.36192
0.00350035,-9.709708,-421.19336,-10.266897,-145.62788,-14.690197,-151.16217,-5.843597,-140.0936
0.0036003601,-9.751831,-409.5638,-10.281511,-145.34528,-14.704805,-150.865,-5.8582172,-139.82555
0.00370037,-9.792792,-398.54913,-10.295979,-145.06229,-14.7192745,-150.56783,-5.872682,-139.55675
0.00380038,-9.832651,-388.10144,-10.310532,-144.77917,-14.733825,-150.27069,-5.8872385,-139.28766
0.0039003901,-9.871465,-378.1778,-10.324976,-144.49619,-14.748272,-149.97408,-5.9016795,-139.0183
0.0040004,-9.9092865,-368.7394,-10.339428,-144.21153,-14.76272,-149.67648,-5.916136,-138.74658
0.0041004103,-9.946164,-359.7513,-10.353834,-143.92834,-14.777127,-149.37971,-5.930541,-138.47697
0.00420042,-9.982142,-351.18173,-10.368271,-143.64423,-14.791559,-149.08221,-5.944982,-138.20624
0.00430043,-10.017264,-343.00186,-10.382547,-143.35977,-14.805841,-148.78473,-5.959253,-137.93481
