x,f,mean,lower,upper
0.00020002,-5.454774,-8.409214,-12.443783,-4.374645
0.00030003,-6.048671,-8.410608,-12.444929,-4.3762875
0.00040004,-6.4730964,-8.412003,-12.446076,-4.3779287
0.00050005,-6.8036203,-8.413395,-12.447221,-4.379569
0.00060006,-7.0743675,-8.414785,-12.448364,-4.3812065
0.00070007,-7.30369,-8.416174,-12.449507,-4.3828416
0.00080008,-7.5026007,-8.417559,-12.450644,-4.3844733
0.00090009003,-7.6782312,-8.418943,-12.451782,-4.3861046
0.0010001,-7.8354645,-8.420328,-12.452921,-4.387736
0.00110011,-7.9777927,-8.421709,-12.454055,-4.3893633
0.00120012,-8.107798,-8.42309,-12.45519,-4.3909903
0.00130013,-8.227444,-8.424467,-12.456321,-4.3926134
0.00140014,-8.33826,-8.425842,-12.457451,-4.394234
0.0015001501,-8.441459,-8.4272175,-12.45858,-4.3958554
0.00160016,-8.538019,-8.428591,-12.459707,-4.3974743
0.00170017,-8.628743,-8.42996,-12.460831,-4.3990893
0.0018001801,-8.714294,-8.431328,-12.461954,-4.400702
0.00190019,-8.795231,-8.432695,-12.463076,-4.4023147
0.0020002,-8.872023,-8.434061,-12.464196,-4.403926
0.00210021,-8.945072,-8.435425,-12.465315,-4.4055343
0.00220022,-9.014727,-8.436789,-12.4664345,-4.4071426
0.00230023,-9.081286,-8.43815,-12.467552,-4.408749
0.00240024,-9.145013,-8.439507,-12.468663,-4.41035
0.00250025,-9.206136,-8.440863,-12.469775,-4.41195
0.00260026,-9.26486,-8.442217,-12.470884,-4.413549
0.00270027,-9.321363,-8.443571,-12.471995,-4.415147
0.00280028,-9.375809,-8.444923,-12.4731045,-4.416743
0.00290029,-9.428338,-8.446272,-12.474209,-4.4183354
0.0030003001,-9.47908,-8.4476185,-12.475311,-4.419925
0.00310031,-9.528152,-8.448967,-12.476417,-4.4215174
0.00320032,-9.575661,-8.450312,-12.477518,-4.4231052
0.0033003301,-9.621698,-8.451654,-12.478618,-4.424691
0.00340034,-9.666354,-8.452995,-12.479715,-4.426275
0.00350035,-9.709708,-8.454334,-12.480812,-4.427857
0.0036003601,-9.751831,-8.455671,-12.481907,-4.429436
0.00370037,-9.792792,-8.457008,-12.483001,-4.431016
0.00380038,-9.832651,-8.458342,-12.484091,-4.432592
0.0039003901,-9.871465,-8.459671,-12.485179,-4.434163
0.0040004,-9.9092865,-8.461004,-12.48627,-4.4357386
0.0041004103,-9.946164,-8.462332,-12.487356,-4.437308
0.00420042,-9.982142,-8.463659,-12.488441,-4.438877
0.00430043,-10.017264,-8.464985,-12.489525,-4.440445
0.00440044,-10.051568,-8.466307,-12.490605,-4.442008
0.00450045,-10.08509,-8.46763,-12.491688,-4.4435735
0.00460046,-10.117864,-8.468948,-12.492764,-4.4451323
0.0047004703,-10.149921,-8.470268,-12.493843,-4.4466934
0.00480048,-10.1812935,-8.471584,-12.494919,-4.4482503
0.00490049,-10.2120075,-8.4729,-12.495994,-4.449807
0.0050005,-10.242089,-8.474211,-12.497063,-4.4513583
0.00510051,-10.271564,-8.475523,-12.498136,-4.4529104
0.00520052,-10.300453,-8.47683,-12.499202,-4.4544573
0.00530053,-10.328781,-8.478138,-12.50027,-4.456006
0.00540054,-10.356568,-8.4794445,-12.501336,-4.457553
0.00550055,-10.383833,-8.480745,-12.502398,-4.4590936
0.00560056,-10.410594,-8.482048,-12.50346,-4.4606357
0.00570057,-10.43687,-8.483351,-12.504523,-4.462178
0.00580058,-10.462675,-8.484652,-12.505585,-4.463719
0.00590059,-10.488029,-8.485947,-12.50664,-4.465253
0.0060006003,-10.512942,-8.48724,-12.507694,-4.466785
0.00610061,-10.537432,-8.488531,-12.508747,-4.4683156
0.00620062,-10.561511,-8.489822,-12.509799,-4.469846
0.00630063,-10.585193,-8.491114,-12.510853,-4.471375
0.00640064,-10.608488,-8.492401,-12.511902,-4.472901
0.00650065,-10.63141,-8.493689,-12.51295,-4.474427
0.0066006603,-10.653969,-8.494972,-12.513995,-4.4759493
0.00670067,-10.676176,-8.496254,-12.515039,-4.477469
0.00680068,-10.698042,-8.497536,-12.516083,-4.4789886
0.00690069,-10.719575,-8.498814,-12.517122,-4.4805045
0.0070007,-10.740786,-8.500092,-12.518163,-4.4820204
0.00710071,-10.761682,-8.501366,-12.519199,-4.4835324
0.0072007203,-10.782273,-8.502642,-12.520239,-4.485045
0.00730073,-10.802568,-8.50391,-12.521269,-4.486551
0.00740074,-10.822574,-8.505182,-12.522305,-4.48806
0.00750075,-10.842298,-8.506451,-12.523336,-4.4895654
0.00760076,-10.861747,-8.507715,-12.524364,-4.4910665
0.00770077,-10.880929,-8.50898,-12.525393,-4.4925675
0.0078007802,-10.899851,-8.510242,-12.526419,-4.4940667
0.00790079,-10.918519,-8.511507,-12.527447,-4.495568
0.0080008,-10.936938,-8.512764,-12.528467,-4.497061
0.00810081,-10.955116,-8.514021,-12.529488,-4.4985538
0.008200821,-10.973058,-8.515276,-12.530507,-4.500045
0.00830083,-10.990768,-8.516531,-12.531527,-4.5015354
0.00840084,-11.008254,-8.517784,-12.532543,-4.5030246
0.00850085,-11.025519,-8.519033,-12.533558,-4.5045085
0.00860086,-11.04257,-8.520283,-12.534572,-4.505994
0.00870087,-11.05941,-8.52153,-12.5355835,-4.5074763
0.00880088,-11.076044,-8.522774,-12.5365925,-4.5089545
0.00890089,-11.092478,-8.524017,-12.537601,-4.510433
0.0090009,-11.108714,-8.525257,-12.538607,-4.5119076
0.00910091,-11.124758,-8.526495,-12.53961,-4.5133796
0.00920092,-11.140613,-8.527737,-12.540617,-4.514856
0.00930093,-11.156283,-8.528971,-12.541618,-4.5163236
0.0094009405,-11.171773,-8.530205,-12.542618,-4.517792
0.00950095,-11.187085,-8.531439,-12.543617,-4.5192604
0.00960096,-11.202225,-8.532667,-12.544613,-4.520722
0.00970097,-11.217194,-8.5338955,-12.545607,-4.5221844
0.00980098,-11.231996,-8.535122,-12.5466,-4.523644
0.00990099,-11.246634,-8.536348,-12.547592,-4.525104
0.010001,-11.261112,-8.537571,-12.548582,-4.52656
0.01010101,-11.275433,-8.538792,-12.54957,-4.5280137
0.01020102,-11.289599,-8.540012,-12.550558,-4.529467
0.01030103,-11.303615,-8.541231,-12.551544,-4.5309186
0.01040104,-11.317481,-8.542446,-12.552526,-4.5323663
0.01050105,-11.331202,-8.543661,-12.553509,-4.533814
0.01060106,-11.344779,-8.544874,-12.554489,-4.5352592
0.010701071,-11.358216,-8.546082,-12.555465,-4.5366983
0.01080108,-11.371514,-8.547291,-12.556442,-4.5381393
0.01090109,-11.384677,-8.5485,-12.557419,-4.539581
0.0110011,-11.397706,-8.549704,-12.558392,-4.541016
0.01110111,-11.4106045,-8.550907,-12.559363,-4.542451
0.01120112,-11.423374,-8.552109,-12.560333,-4.543884
0.01130113,-11.436016,-8.5533085,-12.561302,-4.5453153
0.01140114,-11.448534,-8.554508,-12.56227,-4.5467463
0.01150115,-11.46093,-8.5557,-12.563232,-4.5481687
0.01160116,-11.473206,-8.556898,-12.564199,-4.5495973
0.01170117,-11.485362,-8.558088,-12.565159,-4.551018
0.01180118,-11.497401,-8.55928,-12.56612,-4.5524406
0.0119011905,-11.509327,-8.560469,-12.567078,-4.553859
