"x_sampled","y_pred","se"
0.0001000100010001,-12.3051720536748,0.312609359317634
0.0002000200020002,-12.3050444823827,0.312523122108497
0.0003000300030003,-12.3049169110906,0.312436954118388
0.0004000400040004,-12.3047893397985,0.312350855404594
0.0005000500050005,-12.3046617685064,0.312264826024418
0.0006000600060006,-12.3045341972142,0.31217886603518
0.0007000700070007,-12.3044066259221,0.312092975494217
0.0008000800080008,-12.30427905463,0.312007154458883
0.0009000900090009,-12.3041514833379,0.31192140298655
0.001000100010001,-12.3040239120458,0.311835721134603
0.0011001100110011,-12.3038963407536,0.311750108960447
0.0012001200120012,-12.3037687694615,0.311664566521502
0.0013001300130013,-12.3036411981694,0.311579093875205
0.0014001400140014,-12.3035136268773,0.311493691079008
0.0015001500150015,-12.3033860555852,0.311408358190378
0.0016001600160016,-12.303258484293,0.311323095266803
0.0017001700170017,-12.3031309130009,0.311237902365779
0.0018001800180018,-12.3030033417088,0.311152779544825
0.0019001900190019,-12.3028757704167,0.311067726861472
0.002000200020002,-12.3027481991246,0.310982744373267
0.0021002100210021,-12.3026206278324,0.310897832137772
0.0022002200220022,-12.3024930565403,0.310812990212566
0.0023002300230023,-12.3023654852482,0.310728218655241
0.0024002400240024,-12.3022379139561,0.310643517523405
0.0025002500250025,-12.302110342664,0.310558886874683
0.0026002600260026,-12.3019827713718,0.310474326766711
0.0027002700270027,-12.3018552000797,0.310389837257142
0.0028002800280028,-12.3017276287876,0.310305418403643
0.0029002900290029,-12.3016000574955,0.310221070263896
0.003000300030003,-12.3014724862034,0.310136792895598
0.0031003100310031,-12.3013449149112,0.31005258635646
0.0032003200320032,-12.3012173436191,0.309968450704205
0.0033003300330033,-12.301089772327,0.309884385996572
0.0034003400340034,-12.3009622010349,0.309800392291315
0.0035003500350035,-12.3008346297428,0.309716469646199
0.0036003600360036,-12.3007070584506,0.309632618119005
0.0037003700370037,-12.3005794871585,0.309548837767527
0.0038003800380038,-12.3004519158664,0.309465128649573
0.0039003900390039,-12.3003243445743,0.309381490822963
0.004000400040004,-12.3001967732822,0.309297924345531
0.0041004100410041,-12.30006920199,0.309214429275125
0.0042004200420042,-12.2999416306979,0.309131005669604
0.0043004300430043,-12.2998140594058,0.309047653586843
0.0044004400440044,-12.2996864881137,0.308964373084727
0.0045004500450045,-12.2995589168215,0.308881164221154
0.0046004600460046,-12.2994313455294,0.308798027054036
0.0047004700470047,-12.2993037742373,0.308714961641295
0.0048004800480048,-12.2991762029452,0.308631968040872
0.0049004900490049,-12.2990486316531,0.30854904631071
0.005000500050005,-12.298921060361,0.308466196508772
0.0051005100510051,-12.2987934890688,0.308383418693029
0.0052005200520052,-12.2986659177767,0.308300712921467
0.0053005300530053,-12.2985383464846,0.30821807925208
0.0054005400540054,-12.2984107751925,0.308135517742878
0.0055005500550055,-12.2982832039003,0.308053028451878
0.0056005600560056,-12.2981556326082,0.30797061143711
0.0057005700570057,-12.2980280613161,0.307888266756618
0.0058005800580058,-12.297900490024,0.307805994468454
0.0059005900590059,-12.2977729187319,0.307723794630681
0.006000600060006,-12.2976453474397,0.307641667301376
0.0061006100610061,-12.2975177761476,0.307559612538622
0.0062006200620062,-12.2973902048555,0.307477630400516
0.0063006300630063,-12.2972626335634,0.307395720945166
0.0064006400640064,-12.2971350622713,0.307313884230686
0.0065006500650065,-12.2970074909791,0.307232120315209
0.0066006600660066,-12.296879919687,0.307150429256868
0.0067006700670067,-12.2967523483949,0.307068811113812
0.0068006800680068,-12.2966247771028,0.306987265944198
0.0069006900690069,-12.2964972058107,0.306905793806195
0.007000700070007,-12.2963696345185,0.306824394757978
0.0071007100710071,-12.2962420632264,0.306743068857736
0.0072007200720072,-12.2961144919343,0.306661816163661
0.0073007300730073,-12.2959869206422,0.306580636733962
0.0074007400740074,-12.2958593493501,0.306499530626852
0.0075007500750075,-12.2957317780579,0.306418497900555
0.0076007600760076,-12.2956042067658,0.306337538613302
0.0077007700770077,-12.2954766354737,0.306256652823335
0.0078007800780078,-12.2953490641816,0.306175840588904
0.0079007900790079,-12.2952214928895,0.306095101968266
0.008000800080008,-12.2950939215973,0.306014437019689
0.0081008100810081,-12.2949663503052,0.305933845801447
0.0082008200820082,-12.2948387790131,0.305853328371824
0.0083008300830083,-12.294711207721,0.305772884789108
0.0084008400840084,-12.2945836364289,0.305692515111602
0.0085008500850085,-12.2944560651367,0.305612219397611
0.0086008600860086,-12.2943284938446,0.305531997705449
0.0087008700870087,-12.2942009225525,0.305451850093437
0.0088008800880088,-12.2940733512604,0.305371776619906
0.0089008900890089,-12.2939457799683,0.30529177734319
0.009000900090009,-12.2938182086761,0.305211852321633
0.0091009100910091,-12.293690637384,0.305132001613585
0.0092009200920092,-12.2935630660919,0.305052225277405
0.0093009300930093,-12.2934354947998,0.304972523371455
0.0094009400940094,-12.2933079235077,0.304892895954106
0.0095009500950095,-12.2931803522155,0.304813343083734
0.0096009600960096,-12.2930527809234,0.304733864818723
0.0097009700970097,-12.2929252096313,0.304654461217462
0.0098009800980098,-12.2927976383392,0.304575132338345
0.0099009900990099,-12.2926700670471,0.304495878239775
0.01000100010001,-12.2925424957459,0.304416698974559
0.0101010101010101,-12.2924148320009,0.304337537600425
0.0102010201020102,-12.2922869852591,0.304258339677995
0.0103010301030103,-12.2921589529712,0.30417910568742
0.0104010401040104,-12.292030732588,0.304099836108908
0.0105010501050105,-12.29190232156,0.304020531422703
0.0106010601060106,-12.2917737173379,0.303941192109111
0.0107010701070107,-12.2916449173723,0.303861818648463
0.0108010801080108,-12.291515919114,0.303782411521142
0.0109010901090109,-12.2913867200135,0.303702971207566
0.011001100110011,-12.2912573175216,0.303623498188182
0.0111011101110111,-12.2911277090888,0.303543992943472
0.0112011201120112,-12.2909978921659,0.303464455953946
0.0113011301130113,-12.2908678642035,0.303384887700134
0.0114011401140114,-12.2907376226522,0.303305288662598
0.0115011501150115,-12.2906071649628,0.30322565932191
0.0116011601160116,-12.2904764885858,0.303146000158661
0.0117011701170117,-12.290345590972,0.30306631165346
0.0118011801180118,-12.2902144695719,0.302986594286921
0.0119011901190119,-12.2900831218363,0.302906848539667
0.012001200120012,-12.2899515452158,0.302827074892322
0.0121012101210121,-12.289819737161,0.302747273825522
0.0122012201220122,-12.2896876951226,0.302667445819888
0.0123012301230123,-12.2895554165513,0.302587591356047
0.0124012401240124,-12.2894228988978,0.302507710914616
0.0125012501250125,-12.2892901396126,0.302427804976197
0.0126012601260126,-12.2891571361464,0.302347874021382
0.0127012701270127,-12.2890238859499,0.302267918530749
0.0128012801280128,-12.2888903864738,0.302187938984856
0.0129012901290129,-12.2887566351687,0.302107935864234
0.013001300130013,-12.2886226294853,0.302027909649394
0.0131013101310131,-12.2884883668742,0.301947860820815
0.0132013201320132,-12.2883538447861,0.301867789858947
0.0133013301330133,-12.2882190606716,0.301787697244202
0.0134013401340134,-12.2880840119814,0.301707583456963
0.0135013501350135,-12.2879486961661,0.301627448977562
0.0136013601360136,-12.2878131106765,0.301547294286293
0.0137013701370137,-12.2876772529631,0.301467119863404
0.0138013801380138,-12.2875411204766,0.301386926189095
0.0139013901390139,-12.2874047106677,0.301306713743505
0.014001400140014,-12.2872680209871,0.301226483006725
0.0141014101410141,-12.2871310488853,0.30114623445879
