x,f,f_prime,mean,mean_prime,lower,lower_prime,upper,upper_prime
0.0,0.0,-65.62767,0.2815683,-61.783203,-0.6110255,-64.14562,1.1741621,-59.420784
0.00010001,-0.006558076,-65.52079,0.2753861,-61.751587,-0.6172152,-64.10883,1.1679873,-59.39434
0.00020002,-0.013105482,-65.41429,0.26921153,-61.71997,-0.6233951,-64.07234,1.1618181,-59.3676
0.00030003,-0.019642254,-65.30817,0.26303554,-61.687714,-0.62958497,-64.0357,1.1556561,-59.33973
0.00040004,-0.026168434,-65.202415,0.25687146,-61.65561,-0.63574857,-63.998882,1.1494915,-59.312336
0.00050005,-0.032684054,-65.097046,0.25069642,-61.623962,-0.64192307,-63.96215,1.1433159,-59.285774
0.00060006,-0.039189156,-64.99204,0.24455237,-61.59207,-0.64807403,-63.92629,1.1371788,-59.257854
0.00070007,-0.045683775,-64.887405,0.2383883,-61.559723,-0.6542354,-63.88931,1.131012,-59.230137
0.00080008,-0.05216795,-64.783134,0.23223615,-61.5271,-0.6603935,-63.852726,1.1248658,-59.201473
0.00090009003,-0.05864171,-64.67923,0.22606969,-61.49524,-0.6665642,-63.816135,1.1187036,-59.174343
0.0010001,-0.0651051,-64.57569,0.21992421,-61.462494,-0.67270327,-63.779285,1.1125517,-59.145702
0.00110011,-0.071558155,-64.4725,0.21377587,-61.42981,-0.67885804,-63.7428,1.1064098,-59.116817
0.00120012,-0.0780009,-64.369675,0.20765328,-61.397522,-0.6849811,-63.706738,1.1002877,-59.088306
0.00130013,-0.084433384,-64.267204,0.20150018,-61.365204,-0.69113636,-63.6704,1.0941367,-59.06001
0.00140014,-0.09085564,-64.165085,0.19536996,-61.332214,-0.6972709,-63.633728,1.0880108,-59.0307
0.0015001501,-0.097267695,-64.06331,0.18924546,-61.29895,-0.70339215,-63.59693,1.0818831,-59.00097
0.00160016,-0.10366959,-63.961887,0.18311238,-61.26596,-0.70953643,-63.56057,1.0757612,-58.97135
0.00170017,-0.11006136,-63.86081,0.17696404,-61.23346,-0.71566826,-63.52386,1.0695963,-58.943058
0.0018001801,-0.116443045,-63.760075,0.17087007,-61.20047,-0.72178143,-63.48826,1.0635216,-58.91268
0.00190019,-0.12281467,-63.65968,0.16474557,-61.167236,-0.72789794,-63.451767,1.057389,-58.882706
0.0020002,-0.12917626,-63.559624,0.158643,-61.133606,-0.7340005,-63.415062,1.0512865,-58.85215
0.00210021,-0.13552788,-63.459908,0.1525023,-61.100952,-0.7401268,-63.37855,1.0451314,-58.823353
0.00220022,-0.14186953,-63.360523,0.14640832,-61.0672,-0.74622715,-63.342117,1.0390438,-58.792282
0.00230023,-0.14820126,-63.26147,0.14029813,-61.03357,-0.7523379,-63.305588,1.0329342,-58.76155
0.00240024,-0.1545231,-63.162754,0.13420892,-61.000214,-0.75842285,-63.269787,1.0268407,-58.73064
0.00250025,-0.16083509,-63.06436,0.12809777,-60.967102,-0.76453716,-63.233635,1.0207326,-58.70057
