"x_sampled","y_pred"
0.0001000100010001,-0.0211409162165287
0.0002000200020002,-0.0269544314044493
0.0003000300030003,-0.032763037325297
0.0004000400040004,-0.0385667364436289
0.0005000500050005,-0.0443655312240322
0.0006000600060006,-0.0501594241310633
0.0007000700070007,-0.0559484176292985
0.0008000800080008,-0.0617325141833066
0.0009000900090009,-0.0675117162576572
0.001000100010001,-0.0732860263169138
0.0011001100110011,-0.0790554468256478
0.0012001200120012,-0.0848199802484383
0.0013001300130013,-0.0905796290498458
0.0014001400140014,-0.0963343956944421
0.0015001500150015,-0.102084282646799
0.0016001600160016,-0.107829292371482
0.0017001700170017,-0.113569427333064
0.0018001800180018,-0.119304689996111
0.0019001900190019,-0.125035082825199
0.002000200020002,-0.130760608284891
0.0021002100210021,-0.136481268839757
0.0022002200220022,-0.142197066954372
0.0023002300230023,-0.147908005093303
0.0024002400240024,-0.15361408572112
0.0025002500250025,-0.159315311302391
0.0026002600260026,-0.165011684301682
0.0027002700270027,-0.17070320718357
0.0028002800280028,-0.176389882412621
0.0029002900290029,-0.182071712453399
0.003000300030003,-0.187748699770485
0.0031003100310031,-0.193420846828438
0.0032003200320032,-0.19908815609184
0.0033003300330033,-0.204750630025245
0.0034003400340034,-0.210408271093237
0.0035003500350035,-0.216061081760379
0.0036003600360036,-0.221709064491233
0.0037003700370037,-0.227352221750386
0.0038003800380038,-0.2329905560024
0.0039003900390039,-0.238624069711833
0.004000400040004,-0.244252765343269
0.0041004100410041,-0.249876645361268
0.0042004200420042,-0.255495712230409
0.0043004300430043,-0.261109968415257
0.0044004400440044,-0.266719416380379
0.0045004500450045,-0.272324058590348
0.0046004600460046,-0.27792389750973
0.0047004700470047,-0.283518935603101
0.0048004800480048,-0.28910917533502
0.0049004900490049,-0.294694619170074
0.005000500050005,-0.300275269572818
0.0051005100510051,-0.305851129007822
0.0052005200520052,-0.311422199939661
0.0053005300530053,-0.316988484832904
0.0054005400540054,-0.322549986152118
0.0055005500550055,-0.32810670636187
0.0056005600560056,-0.333658647926736
0.0057005700570057,-0.339205813311286
0.0058005800580058,-0.344748204980083
0.0059005900590059,-0.350285825397701
0.006000600060006,-0.35581867702871
0.0061006100610061,-0.361346762337676
0.0062006200620062,-0.366870083789172
0.0063006300630063,-0.372388643847768
0.0064006400640064,-0.377902444978029
0.0065006500650065,-0.383411489644533
0.0066006600660066,-0.388915780311837
0.0067006700670067,-0.394415319444521
0.0068006800680068,-0.39991010950715
0.0069006900690069,-0.405400152964294
0.007000700070007,-0.410885452280529
0.0071007100710071,-0.416366009920414
0.0072007200720072,-0.421841828348524
0.0073007300730073,-0.427312910029426
0.0074007400740074,-0.432779257427699
0.0075007500750075,-0.438240873007904
0.0076007600760076,-0.443697759234606
0.0077007700770077,-0.449149918572383
0.0078007800780078,-0.454597353485808
0.0079007900790079,-0.460040066439435
0.008000800080008,-0.465478059897845
0.0081008100810081,-0.470911336325611
0.0082008200820082,-0.476339898187293
0.0083008300830083,-0.48176374794747
0.0084008400840084,-0.487182888070702
0.0085008500850085,-0.492597321021567
0.0086008600860086,-0.498007049264622
0.0087008700870087,-0.503412075264455
0.0088008800880088,-0.508812401485622
0.0089008900890089,-0.514208030392697
0.009000900090009,-0.519598964450246
0.0091009100910091,-0.524985206122849
0.0092009200920092,-0.530366757875062
0.0093009300930093,-0.535743622171464
0.0094009400940094,-0.541115801476618
0.0095009500950095,-0.546483298255098
0.0096009600960096,-0.551846114971474
0.0097009700970097,-0.557204254090314
0.0098009800980098,-0.562557718076184
0.0099009900990099,-0.567906509393663
0.01000100010001,-0.573250630507307
0.0101010101010101,-0.5785900838817
0.0102010201020102,-0.583924871981405
0.0103010301030103,-0.589254997270987
0.0104010401040104,-0.594580462215024
0.0105010501050105,-0.599901269278081
