x,f,mean,lower,upper
0.00010001,-0.006558076,-0.29848146,-0.7929946,0.19603166
0.00020002,-0.013105482,-0.30231524,-0.79645795,0.19182748
0.00030003,-0.019642254,-0.30613947,-0.79988635,0.18760744
0.00040004,-0.026168434,-0.30996847,-0.8033366,0.1833997
0.00050005,-0.032684054,-0.31379366,-0.80676544,0.17917812
0.00060006,-0.039189156,-0.3176198,-0.81022584,0.17498621
0.00070007,-0.045683775,-0.32144594,-0.81364715,0.17075527
0.00080008,-0.05216795,-0.3252778,-0.8171146,0.16655901
0.00090009003,-0.05864171,-0.32909918,-0.82054806,0.1623497
0.0010001,-0.0651051,-0.33292532,-0.8239995,0.15814885
0.00110011,-0.071558155,-0.33675432,-0.82744384,0.15393522
0.00120012,-0.0780009,-0.34057856,-0.8309026,0.14974546
0.00130013,-0.084433384,-0.34440088,-0.8343396,0.14553788
0.00140014,-0.09085564,-0.34823465,-0.8378171,0.14134777
0.0015001501,-0.097267695,-0.35205126,-0.84124196,0.13713944
0.00160016,-0.10366959,-0.35588312,-0.84471893,0.13295266
0.00170017,-0.11006136,-0.35970354,-0.84814894,0.12874189
0.0018001801,-0.116443045,-0.36353064,-0.8516284,0.12456715
0.00190019,-0.12281467,-0.3673625,-0.8550948,0.12036976
0.0020002,-0.12917626,-0.37118578,-0.8585522,0.11618069
0.00210021,-0.13552788,-0.37501,-0.86199474,0.111974746
0.00220022,-0.14186953,-0.37883234,-0.86547035,0.10780567
0.00230023,-0.14820126,-0.38266325,-0.8689229,0.10359639
0.00240024,-0.1545231,-0.38648462,-0.8723931,0.099423826
0.00250025,-0.16083509,-0.39030886,-0.8758423,0.09522456
0.00260026,-0.16713724,-0.39414358,-0.8793371,0.09104994
0.00270027,-0.17342961,-0.3979621,-0.882782,0.086857826
0.00280028,-0.17971222,-0.401793,-0.88626856,0.08268255
0.00290029,-0.1859851,-0.4056201,-0.8897432,0.07850298
0.0030003001,-0.1922483,-0.40944147,-0.8932098,0.0743269
0.00310031,-0.19850183,-0.41325617,-0.89666164,0.07014933
0.00320032,-0.20474571,-0.41708612,-0.9001483,0.065975994
0.0033003301,-0.21098001,-0.4209075,-0.9036181,0.061803073
0.00340034,-0.21720473,-0.42473269,-0.9070934,0.057628065
0.00350035,-0.22341992,-0.42855978,-0.91058433,0.05346474
0.0036003601,-0.2296256,-0.43238115,-0.9140415,0.049279183
0.00370037,-0.2358218,-0.4361949,-0.91750264,0.045112878
0.00380038,-0.24200855,-0.4400239,-0.92100066,0.04095286
0.0039003901,-0.2481859,-0.44384432,-0.9244839,0.03679526
0.0040004,-0.25435385,-0.44766855,-0.9279568,0.032619685
0.0041004103,-0.26051244,-0.45148706,-0.9314257,0.028451592
0.00420042,-0.26666173,-0.4553151,-0.93491584,0.024285614
0.00430043,-0.2728017,-0.45913744,-0.938414,0.020139068
0.00440044,-0.2789324,-0.4629588,-0.94188696,0.015969336
0.00450045,-0.28505388,-0.46677637,-0.9453818,0.011829078
0.00460046,-0.29116613,-0.47059488,-0.94884956,0.007659763
0.0047004703,-0.29726923,-0.4744134,-0.9523249,0.003498137
0.00480048,-0.30336314,-0.47823858,-0.9558387,-0.00063845515
0.00490049,-0.30944794,-0.48205996,-0.9593305,-0.004789412
0.0050005,-0.31552365,-0.4858842,-0.9628049,-0.008963466
0.00510051,-0.3215903,-0.48971415,-0.96632683,-0.013101459
0.00520052,-0.3276479,-0.49352312,-0.96979153,-0.01725471
0.00530053,-0.33369648,-0.4973426,-0.9732945,-0.021390676
0.00540054,-0.3397361,-0.50116396,-0.9767791,-0.025548786
0.00550055,-0.34576675,-0.50498724,-0.9802855,-0.029688984
0.00560056,-0.3517885,-0.5088029,-0.98376995,-0.03383583
0.00570057,-0.35780132,-0.5126357,-0.98728347,-0.037987977
0.00580058,-0.36380526,-0.5164361,-0.9907602,-0.042111993
0.00590059,-0.36980036,-0.5202651,-0.9942734,-0.04625675
0.0060006003,-0.37578663,-0.524076,-0.99775624,-0.050395697
0.00610061,-0.38176414,-0.52790594,-1.0012821,-0.054529786
0.00620062,-0.38773286,-0.5317111,-1.0047588,-0.058663428
0.00630063,-0.39369282,-0.5355344,-1.0082816,-0.062787205
0.00640064,-0.3996441,-0.5393443,-1.0117545,-0.06693411
0.00650065,-0.4055867,-0.5431695,-1.0152808,-0.071058184
0.0066006603,-0.4115206,-0.5469756,-1.0187635,-0.07518762
